Game Version,Player ID,Club,Value In (M),Wage In (K),Joined,Contract Valid Until,Release Clause (M)
FIFA22,200408,Norwich City,2.2,23,01/07/2021 00:00,2024,4.6
FIFA22,228290,FC Lorient,2.5,13,08/07/2019 00:00,2023,5.2
FIFA22,226170,Vélez Sarsfield,3.1,11,28/11/2014 00:00,2021,4.9
FIFA22,219680,Clermont Foot 63,2.5,13,05/07/2019 00:00,2023,5.2
FIFA22,222521,1. FC Heidenheim 1846,2,17,01/07/2019 00:00,2022,3.2
FIFA22,228681,Watford,3.4,27,09/09/2020 00:00,2023,7.1
FIFA22,230393,Botafogo,2,16,01/01/2019 00:00,2023,3.8
FIFA22,230708,Nottingham Forest,3.4,26,01/07/2015 00:00,2024,7.1
FIFA22,157716,Eintracht Frankfurt,1.5,21,01/07/2013 00:00,2020,2.6
FIFA22,248687,Swansea City,4.9,14,01/07/2018 00:00,2023,10.3
FIFA22,235553,ESTAC Troyes,2.2,13,28/06/2019 00:00,2022,4.6
FIFA22,244377,Vitória de Guimarães,4.9,7,08/07/2021 00:00,2026,11.3
FIFA22,172835,Chievo Verona,1.8,10,31/01/2019 00:00,2019,3.2
FIFA22,183774,Swansea City,1.6,19,16/10/2020 00:00,2023,3
FIFA22,253012,Club Atlético Lanús,5,6,10/06/2019 00:00,2023,10.6
FIFA22,219637,SD Eibar,2.7,7,25/07/2021 00:00,2024,4.5
FIFA22,222464,Deportivo Alavés,3,10,19/07/2017 00:00,2022,7.2
FIFA22,228505,FK Austria Wien,4.5,9,17/04/2015 00:00,2022,7.4
FIFA22,193277,SK Sturm Graz,1.2,12,01/07/2017 00:00,2023,1.8
FIFA22,220048,APOEL Nicosia FC,2.4,650,31/08/2021 00:00,2023,5.3
FIFA22,216325,Norwich City,2.6,17,23/06/2021 00:00,2024,5.4
FIFA22,222411,FC Cartagena,2.4,5,14/08/2021 00:00,2022,4
FIFA22,228231,Club Olimpia,1.2,750,23/05/2019 00:00,2022,2.6
FIFA22,193186,Birmingham City,1.2,12,11/09/2020 00:00,2024,2.3
FIFA22,228616,Montpellier Hérault SC,2.8,11,01/07/2017 00:00,2025,5.8
FIFA22,204092,Heracles Almelo,1.8,5,01/07/2018 00:00,2022,2.7
FIFA22,225149,Royal Antwerp FC,2.5,11,07/07/2020 00:00,2024,3.9
FIFA22,213573,Karlsruher SC,2.2,9,01/07/2019 00:00,2023,3.6
FIFA22,219754,Vitória de Guimarães,2.2,6,20/08/2020 00:00,2024,4.8
FIFA22,213732,Spartak Moskva,2.1,26,06/12/2016 00:00,2022,3.5
FIFA22,199568,PEC Zwolle,1.6,7,01/07/2021 00:00,2023,2.3
FIFA22,240493,PAOK,1.2,750,07/08/2017 00:00,2022,2.6
FIFA22,229541,Club Deportes Tolima,2.7,1,01/01/2018 00:00,2021,3.8
FIFA22,226285,Club Deportivo Guadalajara,2.2,22,01/07/2018 00:00,2026,3.9
FIFA22,219793,KSV Cercle Brugge,2.6,7,11/08/2020 00:00,2024,4
FIFA22,192317,Aston Villa,1.9,31,01/07/2013 00:00,2023,3.8
FIFA22,229637,Çaykur Rizespor,2.1,8,01/07/2015 00:00,2022,4.4
FIFA22,241976,SC Braga,2.7,8,30/06/2016 00:00,2023,5.6
FIFA22,216175,AEK Athens,2,750,01/07/2021 00:00,2025,4.6
FIFA22,239272,Celtic,2.3,26,30/07/2020 00:00,2024,4.3
FIFA22,194781,Sporting CP,1.2,7,31/01/2019 00:00,2023,2.4
FIFA22,172553,FC Midtjylland,1.2,15,01/02/2021 00:00,2025,1.6
FIFA22,202873,1. FC Heidenheim 1846,1.6,13,01/07/2015 00:00,2025,2.6
FIFA22,238013,Genoa,1.8,9,30/01/2019 00:00,2022,3.1
FIFA22,236033,Levante Unión Deportiva,4.5,12,01/07/2016 00:00,2022,10.4
FIFA22,189342,Juventus,1.2,32,01/07/2014 00:00,2023,2
FIFA22,189061,SpVgg Greuther Fürth,1.2,13,01/07/2016 00:00,2022,2.2
FIFA22,239358,Queens Park Rangers,2.4,10,26/08/2016 00:00,2024,4.7
FIFA22,204513,Toulouse Football Club,2,5,29/06/2020 00:00,2023,3.7
FIFA22,204334,Holstein Kiel,1.6,14,01/07/2019 00:00,2022,2.6
FIFA22,250753,Shakhtar Donetsk,2.9,500,01/06/2018 00:00,2024,6.7
FIFA22,185172,US Salernitana 1919,1.2,21,06/08/2021 00:00,2025,2.2
FIFA22,209990,SK Rapid Wien,2,16,01/07/2015 00:00,2022,3.2
FIFA22,250842,América de Cali,3,2,01/01/2020 00:00,2022,4.7
FIFA22,222546,SC Paderborn 07,2,9,01/07/2017 00:00,2023,3.4
FIFA22,229542,Clermont Foot 63,2.1,10,24/06/2020 00:00,2023,4.4
FIFA22,234341,Göztepe SK,4.5,7,07/09/2020 00:00,2025,9.9
FIFA22,234054,FBC Melgar,1.6,500,01/01/2020 00:00,2021,3.4
FIFA22,258585,Hellas Verona,4.1,9,01/09/2020 00:00,2025,7.8
FIFA22,259166,AS Saint-Étienne,4.4,11,01/07/2019 00:00,2025,9.7
FIFA22,251503,Moreirense FC,1.6,8,31/07/2020 00:00,2023,3.4
FIFA22,245370,Beşiktaş JK,4.4,14,01/07/2018 00:00,2023,9.2
FIFA22,263139,RCD Mallorca,4.5,11,06/07/2021 00:00,2026,10.8
FIFA23,216464,Preston North End,2.7,24,25/09/2020 00:00,2022,5.3
FIFA23,171875,Fatih Karagümrük S.K.,1.2,16,06/09/2021 00:00,2023,2.4
FIFA23,247972,FCSB (Steaua),3.5,11,25/09/2020 00:00,2022,5
FIFA23,202135,Genoa,2.3,5,06/02/2019 00:00,2023,3.7
FIFA23,213209,Los Angeles FC,2.7,7,25/09/2020 00:00,2022,4.3
FIFA23,234457,Stoke City,2.6,19,11/06/2018 00:00,2023,5.1
FIFA23,204542,Club Sporting Cristal,1.8,750,09/03/2022 00:00,2022,3.9
FIFA23,212886,Parma,2.4,4,01/07/2021 00:00,2025,4
FIFA23,246885,FC Red Bull Salzburg,5,17,01/07/2021 00:00,2026,8.5
FIFA23,205407,Como,2.2,3,09/08/2022 00:00,2024,3.4
FIFA23,240190,Olympiacos CFP,3.1,1,25/06/2021 00:00,2024,6.7
FIFA23,232711,SV Werder Bremen,2.9,17,01/07/2022 00:00,2024,5.4
FIFA23,213798,West Bromwich Albion,2.5,24,02/07/2021 00:00,2024,4.8
FIFA23,243001,Galatasaray SK,3.2,35,24/07/2021 00:00,2026,6.3
FIFA23,211504,Stoke City,2.7,21,15/01/2022 00:00,2024,5.3
FIFA23,206463,SpVgg Greuther Fürth,2.8,9,16/08/2021 00:00,2024,4.7
FIFA23,191783,Stade de Reims,2.3,18,09/07/2020 00:00,2024,4.6
FIFA23,202316,Eintracht Frankfurt,1.9,19,01/07/2014 00:00,2025,3.2
FIFA23,191076,Burnley,1.9,30,25/09/2020 00:00,2022,3.6
FIFA23,211844,Fortuna Düsseldorf,2.3,16,12/01/2022 00:00,2025,3.7
FIFA23,245586,FC Zürich,4.5,11,30/06/2021 00:00,2024,7.7
FIFA23,207537,Lazio,2.6,35,15/06/2021 00:00,2022,4.4
FIFA23,205995,SpVgg Greuther Fürth,2.1,9,25/08/2021 00:00,2023,3.4
FIFA23,217845,KAA Gent,2.7,16,01/07/2021 00:00,2025,4.3
FIFA23,196934,Beşiktaş JK,2.3,30,08/06/2012 00:00,2022,4.6
FIFA23,205633,Club Atlético Sarmiento,1.4,10,30/05/2022 00:00,2022,2
FIFA23,254822,Raków Częstochowa,2.8,10,01/02/2020 00:00,2024,4
FIFA23,228245,Karlsruher SC,2.3,12,01/07/2017 00:00,2024,3.6
FIFA23,237647,Eintracht Frankfurt,3.1,18,25/09/2020 00:00,2022,5.5
FIFA23,190653,Club Deportivo Guadalajara,2.3,31,18/12/2014 00:00,2022,3.9
FIFA23,230686,Udinese Calcio,3.7,11,05/10/2020 00:00,2025,7
FIFA23,233061,Stade Brestois 29,3.1,16,10/06/2022 00:00,2025,6.4
FIFA23,205364,Fenerbahçe SK,1.6,37,07/08/2020 00:00,2023,3
FIFA23,225629,Servette FC,2.9,14,23/09/2020 00:00,2023,4.4
FIFA23,201093,Stoke City,2.4,22,01/07/2019 00:00,2023,4.6
FIFA23,225151,Atakaş Hatayspor,3.1,11,11/09/2020 00:00,2022,6.4
FIFA23,219952,Empoli,3,9,11/08/2021 00:00,2023,5.6
FIFA23,202151,VfL Bochum 1848,2.1,17,06/07/2022 00:00,2023,3.8
FIFA23,234573,Eintracht Frankfurt,3.1,18,01/07/2022 00:00,2026,5.5
FIFA23,258881,FC Cincinnati,3,6,13/04/2022 00:00,2024,4.6
FIFA23,251756,Rayo Vallecano,4.7,14,28/07/2021 00:00,2026,10.8
FIFA23,254048,Club Atlético de San Luis,3.2,11,17/07/2021 00:00,2023,5.7
FIFA23,183540,Sheffield Wednesday,1.8,11,31/08/2015 00:00,2023,3.2
FIFA23,245138,Club Atlético Banfield,5,10,23/07/2018 00:00,2023,8.5
FIFA23,218540,Montpellier Hérault SC,2,17,02/01/2018 00:00,2022,3.8
FIFA23,225204,Elche CF,3.4,14,20/09/2020 00:00,2025,7.4
FIFA23,234930,Lech Poznań,2.5,8,23/08/2021 00:00,2023,3.7
FIFA23,221467,Jeju United FC,2.3,7,01/01/2016 00:00,2022,2.9
FIFA23,222457,Yukatel Kayserispor,2.7,13,22/07/2019 00:00,2023,5.6
FIFA23,242429,Empoli,5,6,17/06/2022 00:00,2025,10
FIFA23,229585,Columbus Crew,2.2,6,25/01/2022 00:00,2023,3.5
FIFA23,235163,US Cremonese,1.6,9,04/07/2018 00:00,2024,2.9
FIFA23,226356,Lazio,2.8,33,14/01/2022 00:00,2025,5
FIFA23,209828,Portimonense SC,2.3,7,19/07/2021 00:00,2023,4.8
FIFA23,242725,U.S. Sassuolo Calcio,4.7,19,25/09/2020 00:00,2022,8.9
FIFA23,211098,Blackburn Rovers,2.4,31,01/07/2017 00:00,2024,4.6
FIFA23,218359,Dijon FCO,2.3,6,30/07/2019 00:00,2023,4.2
FIFA23,239744,Venezia FC,5,4,03/01/2022 00:00,2025,9
FIFA23,214955,Estudiantes de La Plata,1.2,9,10/01/2022 00:00,2022,1.8
FIFA23,262925,Royal Charleroi S.C.,4.7,10,01/07/2021 00:00,2027,8
FIFA23,189595,Fenerbahçe SK,3,42,20/06/2017 00:00,2020,5.7
FIFA23,270068,FC Viktoria Plzeň,3.2,700,01/07/2022 00:00,2025,7.3
FIFA23,234894,US Salernitana 1919,4.7,16,01/07/2022 00:00,2026,9.4
FIFA23,238988,Venezia FC,2.8,4,18/01/2022 00:00,2024,4.7
FIFA23,201887,Preston North End,2.3,26,23/01/2015 00:00,2023,4.4
FIFA23,221737,Pachuca,2.5,12,01/07/2021 00:00,2022,4.4
FIFA23,204709,Colorado Rapids,2.3,8,12/02/2019 00:00,2022,3.3
FIFA23,199412,Al Shabab,2.3,25,15/01/2019 00:00,2022,3.9
FIFA23,201073,FC Metz,2.3,15,30/08/2021 00:00,2024,4.6
FIFA23,259036,Shakhtar Donetsk,5,600,20/07/2016 00:00,2025,12
FIFA23,251806,Feyenoord,5.5,6,28/07/2022 00:00,2026,9.4
FIFA23,191210,FC Nantes,1.7,17,08/10/2020 00:00,2023,3.4
FIFA23,255882,Liverpool Fútbol Club,4.8,500,01/07/2019 00:00,2023,11.3
FIFA23,199231,Ulsan Hyundai FC,1.6,8,02/02/2015 00:00,2022,2.1
FIFA23,234774,Standard de Liège,2,12,08/05/2018 00:00,2023,3
FIFA23,255742,Celtic,4.7,30,01/01/2022 00:00,2025,9.4
FIFA23,254206,LDU Quito,5,700,01/01/2021 00:00,2022,11.8
FIFA23,232477,Al Nassr,2.1,25,01/06/2018 00:00,2024,3.6
FIFA23,224013,Brentford,2.9,33,31/01/2017 00:00,2023,5.7
FIFA23,213114,Fútbol Club Juárez,2.4,10,17/08/2021 00:00,2026,4.1
FIFA23,229453,SL Benfica,2.8,10,25/06/2021 00:00,2026,5.8
FIFA23,205156,Jeju United FC,2,6,05/01/2022 00:00,2026,2.5
FIFA23,190549,Rosenborg BK,2,6,27/09/2020 00:00,2024,2.5
FIFA23,123621,Albacete BP,1.3,7,31/01/2019 00:00,2019,2
FIFA23,236830,Futebol Clube de Famalicão,3.7,7,04/08/2022 00:00,2026,8.5
FIFA23,235983,Unión Deportiva Almería,4.5,14,06/06/2022 00:00,2027,10.8
FIFA23,244472,Stade de Reims,4.7,15,10/01/2022 00:00,2026,10.3
FIFA23,189484,Roma,2,29,01/07/2018 00:00,2022,3.4
FIFA23,246762,FC Red Bull Salzburg,5.5,19,01/07/2019 00:00,2024,9.4
FIFA23,243657,Manchester United,5,41,23/05/2018 00:00,2024,10.5
FIFA23,215871,Feyenoord,2.4,10,17/07/2021 00:00,2024,3.6
FIFA23,190748,Demir Grup Sivasspor,1.5,13,13/01/2020 00:00,2021,3
FIFA23,186687,FC Augsburg,2.3,15,19/07/2016 00:00,2018,3.9
FIFA23,221908,New York Red Bulls,3.1,7,01/01/2022 00:00,2023,4.7
FIFA23,246321,Celtic,3.5,33,07/06/2022 00:00,2026,6.6
FIFA23,236721,Nîmes Olympique,4.4,5,20/08/2019 00:00,2023,8.6
FIFA23,230936,Pisa,2.5,4,25/09/2020 00:00,2022,4.2
FIFA23,232120,Nashville SC,3,6,19/07/2022 00:00,2025,4.7
FIFA23,237540,VfL Bochum 1848,2.5,18,01/07/2022 00:00,2024,4.5
FIFA23,190084,Al Fayha,1.9,18,15/07/2022 00:00,2022,3.1
FIFA23,236311,Cagliari,2.7,4,21/07/2020 00:00,2024,4.5
FIFA23,227642,Beijing Guoan FC,2.6,15,14/04/2022 00:00,2024,4
FIFA23,211513,Rangers FC,2.4,39,08/07/2022 00:00,2025,4.3
FIFA23,213750,Watford,2.4,34,05/07/2018 00:00,2023,4.6
FIFA23,220475,Parma,2.7,4,01/09/2020 00:00,2024,4.5
FIFA23,258433,AS Monaco,5,23,01/07/2019 00:00,2026,10.5
FIFA23,192086,Fiorentina,2,36,27/01/2021 00:00,2024,3.4
FIFA23,229207,CD Tenerife,3,8,01/07/2021 00:00,2024,5
FIFA23,236260,Club Atlas,2,10,01/01/2019 00:00,2025,3.4
FIFA23,214990,Club Atlético Talleres,2,11,01/01/2021 00:00,2023,3
FIFA23,269509,SK Slavia Praha,3.3,750,21/06/2022 00:00,2025,7.5
FIFA23,203431,FC Tokyo,2.4,9,09/01/2021 00:00,2023,3
FIFA23,202331,FC Dallas,2,6,14/06/2021 00:00,2023,3
FIFA23,215107,Club Libertad,2.5,750,31/01/2020 00:00,2022,5.5
FIFA23,266689,Club Nacional de Football,2,650,21/01/2022 00:00,2022,4.4
FIFA23,225189,Spezia,2.7,12,01/07/2014 00:00,2025,5.1
FIFA23,199800,BB Erzurumspor,1.7,10,01/02/2021 00:00,2021,3.3
FIFA23,222836,Preston North End,3.2,19,17/05/2018 00:00,2023,6.3
FIFA23,270046,AC Sparta Praha,3,850,02/07/2022 00:00,2027,6.8
FIFA23,240351,FC Nantes,3.1,17,06/09/2017 00:00,2024,6.4
FIFA23,246106,River Plate,3.3,10,08/02/2022 00:00,2025,4.9
FIFA23,237499,U.C. Sampdoria,3.4,14,01/07/2022 00:00,2025,6.4
FIFA23,225507,Willem II,2.1,8,01/07/2018 00:00,2024,3
FIFA23,228010,FC Seoul,3.5,5,07/04/2022 00:00,2022,4.6
FIFA23,226035,Seattle Sounders FC,2.5,7,21/01/2016 00:00,2022,3.8
FIFA23,199739,Legia Warszawa,1.9,8,01/07/2021 00:00,2023,2.6
FIFA23,209316,SC Heerenveen,2.7,7,31/01/2022 00:00,2024,4.1
FIFA23,244407,RCD Espanyol de Barcelona,5,11,01/07/2017 00:00,2024,11.5
FIFA23,229891,1. FC Union Berlin,3.1,16,31/07/2018 00:00,2023,5.8
FIFA23,237477,AFC Bournemouth,5,28,01/08/2022 00:00,2027,11
FIFA23,236723,AC Milan,3,32,19/07/2021 00:00,2025,5.3
FIFA23,208052,Reading,2,14,01/07/2018 00:00,2025,3.8
FIFA23,203128,FC Lorient,1.6,13,26/08/2020 00:00,2023,3.2
FIFA23,176553,SPAL,1.1,4,17/08/2018 00:00,2023,1.8
FIFA23,190640,D.C. United,1.6,6,28/07/2022 00:00,2024,2.4
FIFA23,190633,FC Midtjylland,1.5,18,01/07/2021 00:00,2024,2
FIFA23,259265,Al Fateh,1.9,23,18/09/2020 00:00,2023,3.1
FIFA23,229595,Club Tijuana,3.2,14,30/06/2021 00:00,2026,5.7
FIFA23,236624,1. FSV Mainz 05,3.7,17,01/07/2022 00:00,2025,7
FIFA23,225669,1. FC Köln,2.5,18,01/07/2019 00:00,2023,4.7
FIFA23,242081,Boca Juniors,5,9,01/01/2018 00:00,2023,8
FIFA23,242162,AZ Alkmaar,4.8,8,01/01/2020 00:00,2024,8.2
FIFA23,234205,VfB Stuttgart,3.2,14,20/05/2022 00:00,2025,6
FIFA23,225289,Defensa y Justicia,3.1,13,10/06/2022 00:00,2025,4.9
FIFA23,255566,Unión Deportiva Almería,5,12,01/07/2021 00:00,2026,12
FIFA23,255533,İstanbul Başakşehir FK,4.9,20,31/01/2021 00:00,2025,10.8
FIFA23,247671,Al Ain FC,1.7,900,16/10/2016 00:00,2024,3.7
FIFA23,201313,Frosinone,1.9,3,10/07/2017 00:00,2024,2.9
FIFA23,253771,Club Alianza Lima,1.9,850,01/01/2022 00:00,2022,4.2
FIFA23,223633,FC St. Pauli,2.3,13,02/08/2020 00:00,2023,3.7
FIFA23,205081,FC Tokyo,2,10,06/12/2018 00:00,2023,2.5
FIFA23,233169,Kawasaki Frontale,2.3,9,04/01/2020 00:00,2023,3
FIFA23,224970,SV Zulte Waregem,2.6,11,31/01/2020 00:00,2023,3.8
FIFA23,247156,Racing Club,3.3,11,03/01/2022 00:00,2024,5.2
FIFA23,220837,Racing Club de Lens,2.1,21,07/07/2021 00:00,2024,4
FIFA23,197926,Urbs Reggina 1914 ,2,3,19/08/2020 00:00,2024,3.1
FIFA23,212267,Fulham,2.4,38,07/01/2020 00:00,2024,4.6
FIFA23,202501,Girona FC,2.3,9,26/07/2021 00:00,2022,3.7
FIFA23,224317,Argentinos Juniors,2.3,10,15/01/2021 00:00,2023,3.5
FIFA23,227622,Toulouse Football Club,2.8,13,19/10/2020 00:00,2023,5.8
FIFA23,205585,Colorado Rapids,2,6,07/02/2018 00:00,2023,2.9
FIFA23,242633,Genoa,5,3,30/01/2022 00:00,2026,9
FIFA23,244390,FC Schalke 04,2.3,20,01/07/2021 00:00,2024,4.1
FIFA23,253327,Delfín Sporting Club,2.8,700,01/01/2020 00:00,2023,6.2
FIFA23,236537,KRC Genk,4.5,10,05/08/2020 00:00,2025,7.7
FIFA23,243253,Spezia,3.7,13,01/07/2022 00:00,2026,7.4
FIFA23,207920,1. FC Kaiserslautern,2,9,01/07/2022 00:00,2023,3.1
FIFA23,223866,Udinese Calcio,4.7,11,01/07/2022 00:00,2027,8.9
FIFA23,253102,AS Saint-Étienne,4.6,4,20/07/2020 00:00,2023,9.2
FIFA23,206086,Nottingham Forest,2.8,36,20/07/2022 00:00,2025,5.8
FIFA23,235055,LASK Linz,2.1,19,01/07/2022 00:00,2025,3.2
FIFA23,245992,Chelsea,5,43,01/07/2018 00:00,2023,10.3
FIFA23,214973,APOEL Nicosia FC,2.3,950,23/07/2022 00:00,2024,4.9
FIFA23,246070,Futebol Clube de Famalicão,5.5,6,23/09/2020 00:00,2025,12.7
FIFA23,204497,VfL Bochum 1848,2.3,18,01/07/2022 00:00,2024,4.1
FIFA23,228717,Vissel Kobe,2.4,9,07/08/2021 00:00,2023,3.1
FIFA23,255523,AS Saint-Étienne,3.5,6,31/01/2020 00:00,2024,7
FIFA23,228271,Al Adalah,2.3,16,07/07/2022 00:00,2025,3.8
FIFA23,239045,Galatasaray SK,2.5,40,12/08/2020 00:00,2024,4.8
FIFA23,221306,Colorado Rapids,1.9,7,13/01/2021 00:00,2022,2.8
FIFA23,236935,Borussia Mönchengladbach,4.7,17,30/01/2021 00:00,2024,8.9
FIFA23,231745,RCD Espanyol de Barcelona,3.1,13,03/06/2021 00:00,2024,6.7
FIFA23,227153,SC Braga,2.1,10,02/02/2021 00:00,2025,4.2
FIFA23,239701,SV Werder Bremen,4.8,15,03/01/2019 00:00,2024,9.6
FIFA23,231292,Newcastle United,3.3,40,08/09/2020 00:00,2025,6.5
FIFA23,224874,FK Bodø/Glimt,1.9,5,17/08/2021 00:00,2022,2.4
FIFA23,206317,Celtic,2,33,30/08/2013 00:00,2023,3.6
FIFA23,203965,Royal Antwerp FC,2.4,17,30/07/2021 00:00,2025,3.6
FIFA23,233800,Hertha BSC,3.3,16,01/01/2022 00:00,2026,5.9
FIFA23,219914,F.C. København,2.5,14,01/01/2019 00:00,2023,4.3
FIFA23,227939,Trabzonspor,2.5,26,12/01/2022 00:00,2025,4.8
FIFA23,241412,Santos Laguna,2.6,16,22/07/2018 00:00,2022,4.4
FIFA23,219655,Venezia FC,2.1,4,01/07/2022 00:00,2025,3.4
FIFA23,212878,Club Necaxa,2.4,12,01/01/2022 00:00,2023,4.1
FIFA23,239738,Tigres U.A.N.L.,4.4,24,01/01/2022 00:00,2025,7.9
FIFA23,262815,Panathinaikos FC,2.1,650,22/06/2021 00:00,2024,4.6
FIFA23,233411,U.S. Sassuolo Calcio,4.5,17,01/01/2016 00:00,2023,8.6
FIFA23,193584,SK Rapid Wien,1.5,23,01/07/2022 00:00,2024,2.3
FIFA23,257111,Stade Brestois 29,3.4,16,01/07/2020 00:00,2023,7.1
FIFA23,246937,Ulsan Hyundai FC,5,9,20/02/2022 00:00,2025,7.5
FIFA23,229456,SPAL,2.9,3,01/07/2019 00:00,2023,4.7
FIFA23,251532,BSC Young Boys,3.6,16,14/02/2020 00:00,2024,5.7
FIFA23,258846,U.S. Sassuolo Calcio,5.5,18,01/07/2022 00:00,2027,10.5
FIFA23,235824,Cádiz CF,4.9,16,01/07/2021 00:00,2025,11.3
FIFA23,164859,Southampton,1.5,35,01/07/2021 00:00,2023,2.9
FIFA23,222515,Aytemiz Alanyaspor,2.3,16,24/07/2022 00:00,2024,4.6
FIFA23,257208,Royal Antwerp FC,5.5,13,04/07/2021 00:00,2026,9.4
FIFA23,201895,Austin FC,2.5,7,05/01/2021 00:00,2022,3.8
FIFA23,202515,MKE Ankaragücü,2.3,13,01/07/2022 00:00,2023,4.5
FIFA23,244389,FC Red Bull Salzburg,5,19,01/06/2022 00:00,2027,8.5
FIFA23,237207,Watford,3.4,26,26/01/2022 00:00,2025,6.7
FIFA23,246800,Club Brugge KV,3.7,15,24/08/2021 00:00,2025,5.9
FIFA23,199852,F.C. København,2.3,17,31/01/2022 00:00,2022,3
FIFA23,212100,Sheffield United,3.2,18,07/09/2020 00:00,2024,6.3
FIFA23,262595,Al Nassr,2.4,27,10/01/2021 00:00,2023,4.1
FIFA23,260592,FC Red Bull Salzburg,5.5,13,18/01/2021 00:00,2026,11.7
FIFA23,230461,Santos,2.8,16,20/06/2022 00:00,2025,5.3
FIFA23,232546,Club Nacional de Football,2.3,750,08/02/2022 00:00,2022,5.1
FIFA23,229991,Real Sporting de Gijón,4.7,7,01/07/2022 00:00,2026,8.5
FIFA23,263527,Deportivo Ñublense,2.3,7,01/07/2018 00:00,2022,3.1
FIFA23,184144,FC Paços de Ferreira,1.1,8,01/02/2022 00:00,2023,2.3
FIFA23,233138,Kawasaki Frontale,1.5,11,01/01/2010 00:00,2023,2
FIFA23,248820,Borussia Dortmund,5,22,01/07/2019 00:00,2024,9.5
FIFA23,207653,Shanghai Shenhua FC,1.9,11,30/09/2020 00:00,2022,2.9
FIFA23,226385,San Jose Earthquakes,2.5,7,11/12/2019 00:00,2022,3.6
FIFA23,241651,Coventry City,3.7,16,09/07/2021 00:00,2024,7.8
FIFA23,226747,Club Atlético Colón,2,10,14/07/2022 00:00,2024,3
FIFA23,220581,Toulouse Football Club,2.8,15,31/08/2021 00:00,2024,5.8
FIFA23,242090,FK Bodø/Glimt,4.7,5,09/01/2020 00:00,2022,6.8
FIFA23,199151,Club Universidad Nacional,2.5,11,05/07/2018 00:00,2021,4.3
FIFA23,190535,CD Tenerife,1.4,8,18/07/2021 00:00,2023,2.2
FIFA23,212321,Hamburger SV,2.4,10,01/07/2021 00:00,2024,4
FIFA23,206160,Ascoli,2.4,5,07/08/2021 00:00,2024,3.8
FIFA23,189358,Sint-Truidense VV,1.5,11,10/01/2022 00:00,2023,2.2
FIFA23,206626,Lech Poznań,2.3,9,20/07/2020 00:00,2023,3.2
FIFA23,231867,C.D. Universidad Católica del Ecuador,3.3,800,07/01/2022 00:00,2022,7.3
FIFA23,221860,FC Augsburg,2.7,18,02/07/2019 00:00,2024,5.1
FIFA23,226378,Club Atlético Colón,1.9,11,11/02/2022 00:00,2024,2.9
FIFA23,256261,FC Schalke 04,4.8,12,01/01/2020 00:00,2024,9.6
FIFA23,199960,Swansea City,2.3,23,06/08/2021 00:00,2024,4.4
FIFA23,256548,SK Rapid Wien,3.5,18,01/07/2021 00:00,2024,5.5
FIFA23,254579,OGC Nice,3.8,20,30/09/2020 00:00,2024,8
FIFA23,256970,AC Sparta Praha,5.5,500,01/05/2020 00:00,2023,15.5
FIFA23,266820,Granada CF,5,7,29/01/2022 00:00,2025,9
FIFA23,239755,Atakaş Hatayspor,2.5,12,24/06/2021 00:00,2024,5
FIFA23,181375,Club Cerro Porteño,1,650,10/02/2022 00:00,2023,2.2
FIFA23,191135,RCD Mallorca,1.9,18,27/01/2016 00:00,2023,4.2
FIFA23,237456,Sporting CP,3.5,8,31/01/2018 00:00,2022,7.7
FIFA23,240956,Gimnasia y Esgrima La Plata,3.5,10,29/06/2017 00:00,2023,6
FIFA23,205943,US Cremonese,1.5,9,25/09/2020 00:00,2022,2.7
FIFA23,221797,Sporting Kansas City,2.5,7,01/07/2022 00:00,2024,3.6
FIFA23,226430,Djurgårdens IF,5.5,7,27/05/2021 00:00,2025,8
FIFA23,201818,Fatih Karagümrük S.K.,2.3,20,22/07/2021 00:00,2023,4.6
FIFA23,199667,Al Nassr,1.9,24,22/07/2021 00:00,2023,3.2
FIFA23,253213,U.S. Sassuolo Calcio,2.7,20,22/06/2020 00:00,2025,4.8
FIFA23,234129,Hull City,3.5,12,21/07/2022 00:00,2025,6.9
FIFA23,258942,FCSB (Steaua),5.5,8,25/09/2020 00:00,2022,10.9
FIFA23,210475,DSC Arminia Bielefeld,2,13,01/07/2016 00:00,2024,3.2
FIFA23,240100,U.C. Sampdoria,2.3,13,01/09/2020 00:00,2025,4.1
FIFA23,214434,Club Atlético Banfield,2.3,12,03/09/2020 00:00,2025,3.5
FIFA23,226103,Unión Deportiva Almería,4.5,14,07/07/2021 00:00,2026,10.8
FIFA23,256689,FC Metz,3.4,6,01/07/2020 00:00,2024,6.4
FIFA23,229375,Luton Town,3.4,23,01/02/2021 00:00,2024,6.7
FIFA23,253036,Stade de Reims,5,14,22/11/2018 00:00,2023,11
FIFA23,208462,FC Twente,2.2,10,01/07/2021 00:00,2024,3.5
FIFA23,223877,West Bromwich Albion,2.8,22,23/07/2019 00:00,2025,5.5
FIFA23,254894,Ulsan Hyundai FC,3.3,9,24/02/2022 00:00,2022,4.5
FIFA23,190607,Houston Dynamo,1.1,7,13/11/2019 00:00,2022,1.6
FIFA23,246053,Leeds United,5.5,22,10/08/2020 00:00,2027,13.9
FIFA23,223143,BSC Young Boys,2.7,15,19/06/2018 00:00,2024,4.3
FIFA23,253932,Gallos Blancos de Querétaro,2.3,10,04/01/2021 00:00,2024,3.9
FIFA23,253653,Cienciano,3.1,800,04/01/2021 00:00,2022,6.9
FIFA23,235888,Stade Brestois 29,3.4,16,12/08/2019 00:00,2023,7.1
